attributes,datatype,date,station,value
,CDSD,1983-01-01T00:00:00,GHCND:USC00505051,6.9
0,CLDD,1983-01-01T00:00:00,GHCND:USC00505051,6.9
0,DP01,1983-01-01T00:00:00,GHCND:USC00505051,84.0
0,DP10,1983-01-01T00:00:00,GHCND:USC00505051,33.0
0,DP1X,1983-01-01T00:00:00,GHCND:USC00505051,0.0
,DSND,1983-01-01T00:00:00,GHCND:USC00505051,207.0
0,DSNW,1983-01-01T00:00:00,GHCND:USC00505051,18.0
0,DT00,1983-01-01T00:00:00,GHCND:USC00505051,118.0
0,DT32,1983-01-01T00:00:00,GHCND:USC00505051,266.0
0,DX32,1983-01-01T00:00:00,GHCND:USC00505051,173.0
0,DX70,1983-01-01T00:00:00,GHCND:USC00505051,25.0
0,DX90,1983-01-01T00:00:00,GHCND:USC00505051,0.0
 ,DYFG,1983-01-01T00:00:00,GHCND:USC00505051,1.0
 ,DYTS,1983-01-01T00:00:00,GHCND:USC00505051,1.0
"0,0114,+",EMNT,1983-01-01T00:00:00,GHCND:USC00505051,-43.3
" ,0,0422,+",EMSD,1983-01-01T00:00:00,GHCND:USC00505051,584.0
" ,0,1120,+",EMSN,1983-01-01T00:00:00,GHCND:USC00505051,76.0
" ,0,0930, ",EMXP,1983-01-01T00:00:00,GHCND:USC00505051,22.4
"0,0626, ",EMXT,1983-01-01T00:00:00,GHCND:USC00505051,30.0
"0,0822",FZF0,1983-01-01T00:00:00,GHCND:USC00505051,0.0
"0,0825",FZF1,1983-01-01T00:00:00,GHCND:USC00505051,-3.3
"0,0901",FZF2,1983-01-01T00:00:00,GHCND:USC00505051,-6.1
"0,0922",FZF3,1983-01-01T00:00:00,GHCND:USC00505051,-8.9
"0,0922",FZF4,1983-01-01T00:00:00,GHCND:USC00505051,-8.9
"0,0619",FZF5,1983-01-01T00:00:00,GHCND:USC00505051,0.0
"0,0617",FZF6,1983-01-01T00:00:00,GHCND:USC00505051,-2.2
"0,0528",FZF7,1983-01-01T00:00:00,GHCND:USC00505051,-6.7
"0,0528",FZF8,1983-01-01T00:00:00,GHCND:USC00505051,-6.7
"0,0523",FZF9,1983-01-01T00:00:00,GHCND:USC00505051,-10.0
" ,0",PRCP,1983-01-01T00:00:00,GHCND:USC00505051,357.3
" ,0",SNOW,1983-01-01T00:00:00,GHCND:USC00505051,926.0
0,TAVG,1983-01-01T00:00:00,GHCND:USC00505051,-5.4
0,TMAX,1983-01-01T00:00:00,GHCND:USC00505051,-0.4
0,TMIN,1983-01-01T00:00:00,GHCND:USC00505051,-10.4
,CDSD,1984-01-01T00:00:00,GHCND:USC00505051,0.0
0,CLDD,1984-01-01T00:00:00,GHCND:USC00505051,0.0
0,DP01,1984-01-01T00:00:00,GHCND:USC00505051,68.0
0,DP10,1984-01-01T00:00:00,GHCND:USC00505051,26.0
0,DP1X,1984-01-01T00:00:00,GHCND:USC00505051,4.0
,DSND,1984-01-01T00:00:00,GHCND:USC00505051,223.0
0,DSNW,1984-01-01T00:00:00,GHCND:USC00505051,11.0
0,DT00,1984-01-01T00:00:00,GHCND:USC00505051,144.0
0,DT32,1984-01-01T00:00:00,GHCND:USC00505051,280.0
0,DX32,1984-01-01T00:00:00,GHCND:USC00505051,197.0
0,DX70,1984-01-01T00:00:00,GHCND:USC00505051,20.0
0,DX90,1984-01-01T00:00:00,GHCND:USC00505051,0.0
 ,DYFG,1984-01-01T00:00:00,GHCND:USC00505051,2.0
"0,0221,+",EMNT,1984-01-01T00:00:00,GHCND:USC00505051,-46.7
" ,0,0309,+",EMSD,1984-01-01T00:00:00,GHCND:USC00505051,330.0
" ,0,0303, ",EMSN,1984-01-01T00:00:00,GHCND:USC00505051,76.0
" ,0,0731, ",EMXP,1984-01-01T00:00:00,GHCND:USC00505051,32.3
"0,0703,+",EMXT,1984-01-01T00:00:00,GHCND:USC00505051,26.1
"0,0806",FZF0,1984-01-01T00:00:00,GHCND:USC00505051,-0.6
"0,0821",FZF1,1984-01-01T00:00:00,GHCND:USC00505051,-2.2
"0,0826",FZF2,1984-01-01T00:00:00,GHCND:USC00505051,-4.4
"0,1004",FZF3,1984-01-01T00:00:00,GHCND:USC00505051,-10.6
"0,1004",FZF4,1984-01-01T00:00:00,GHCND:USC00505051,-10.6
"0,0730",FZF5,1984-01-01T00:00:00,GHCND:USC00505051,0.0
"0,0606",FZF6,1984-01-01T00:00:00,GHCND:USC00505051,-2.2
"0,0601",FZF7,1984-01-01T00:00:00,GHCND:USC00505051,-5.6
"0,0530",FZF8,1984-01-01T00:00:00,GHCND:USC00505051,-7.8
"0,0514",FZF9,1984-01-01T00:00:00,GHCND:USC00505051,-10.0
1,HDSD,1984-01-01T00:00:00,GHCND:USC00505051,8989.1
0,HTDD,1984-01-01T00:00:00,GHCND:USC00505051,8989.1
" ,0",PRCP,1984-01-01T00:00:00,GHCND:USC00505051,300.5
" ,0",SNOW,1984-01-01T00:00:00,GHCND:USC00505051,591.0
0,TAVG,1984-01-01T00:00:00,GHCND:USC00505051,-7.9
0,TMAX,1984-01-01T00:00:00,GHCND:USC00505051,-2.4
0,TMIN,1984-01-01T00:00:00,GHCND:USC00505051,-13.3
,CDSD,1985-01-01T00:00:00,GHCND:USC00505051,0.0
0,CLDD,1985-01-01T00:00:00,GHCND:USC00505051,0.0
0,DP01,1985-01-01T00:00:00,GHCND:USC00505051,82.0
0,DP10,1985-01-01T00:00:00,GHCND:USC00505051,34.0
0,DP1X,1985-01-01T00:00:00,GHCND:USC00505051,1.0
0,DT00,1985-01-01T00:00:00,GHCND:USC00505051,136.0
0,DT32,1985-01-01T00:00:00,GHCND:USC00505051,261.0
0,DX32,1985-01-01T00:00:00,GHCND:USC00505051,192.0
0,DX70,1985-01-01T00:00:00,GHCND:USC00505051,25.0
0,DX90,1985-01-01T00:00:00,GHCND:USC00505051,0.0
 ,DYTS,1985-01-01T00:00:00,GHCND:USC00505051,2.0
"0,0224, ",EMNT,1985-01-01T00:00:00,GHCND:USC00505051,-42.2
" ,0,1005, ",EMXP,1985-01-01T00:00:00,GHCND:USC00505051,33.0
"0,0805,+",EMXT,1985-01-01T00:00:00,GHCND:USC00505051,27.2
"0,0817",FZF0,1985-01-01T00:00:00,GHCND:USC00505051,-1.7
"0,0910",FZF1,1985-01-01T00:00:00,GHCND:USC00505051,-3.9
"0,0916",FZF2,1985-01-01T00:00:00,GHCND:USC00505051,-5.6
"0,0920",FZF3,1985-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,1011",FZF4,1985-01-01T00:00:00,GHCND:USC00505051,-11.1
"0,0627",FZF5,1985-01-01T00:00:00,GHCND:USC00505051,-0.6
"0,0617",FZF6,1985-01-01T00:00:00,GHCND:USC00505051,-3.3
"0,0520",FZF7,1985-01-01T00:00:00,GHCND:USC00505051,-6.7
"0,0520",FZF8,1985-01-01T00:00:00,GHCND:USC00505051,-6.7
"0,0515",FZF9,1985-01-01T00:00:00,GHCND:USC00505051,-8.9
6,HDSD,1985-01-01T00:00:00,GHCND:USC00505051,9116.6
0,HTDD,1985-01-01T00:00:00,GHCND:USC00505051,9116.6
" ,0",PRCP,1985-01-01T00:00:00,GHCND:USC00505051,360.6
0,TAVG,1985-01-01T00:00:00,GHCND:USC00505051,-6.3
0,TMAX,1985-01-01T00:00:00,GHCND:USC00505051,-0.7
0,TMIN,1985-01-01T00:00:00,GHCND:USC00505051,-11.9
,CDSD,1986-01-01T00:00:00,GHCND:USC00505051,5.5
0,CLDD,1986-01-01T00:00:00,GHCND:USC00505051,5.5
0,DP01,1986-01-01T00:00:00,GHCND:USC00505051,69.0
0,DP10,1986-01-01T00:00:00,GHCND:USC00505051,37.0
0,DP1X,1986-01-01T00:00:00,GHCND:USC00505051,3.0
0,DT00,1986-01-01T00:00:00,GHCND:USC00505051,136.0
0,DT32,1986-01-01T00:00:00,GHCND:USC00505051,262.0
0,DX32,1986-01-01T00:00:00,GHCND:USC00505051,192.0
0,DX70,1986-01-01T00:00:00,GHCND:USC00505051,17.0
0,DX90,1986-01-01T00:00:00,GHCND:USC00505051,0.0
"0,1127, ",EMNT,1986-01-01T00:00:00,GHCND:USC00505051,-41.1
" ,0,0905, ",EMXP,1986-01-01T00:00:00,GHCND:USC00505051,31.0
"0,0707,+",EMXT,1986-01-01T00:00:00,GHCND:USC00505051,29.4
"0,0818",FZF0,1986-01-01T00:00:00,GHCND:USC00505051,-1.1
"0,0819",FZF1,1986-01-01T00:00:00,GHCND:USC00505051,-2.2
"0,0924",FZF2,1986-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0924",FZF3,1986-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0925",FZF4,1986-01-01T00:00:00,GHCND:USC00505051,-8.9
"0,0529",FZF5,1986-01-01T00:00:00,GHCND:USC00505051,-1.7
"0,0528",FZF6,1986-01-01T00:00:00,GHCND:USC00505051,-3.3
"0,0526",FZF7,1986-01-01T00:00:00,GHCND:USC00505051,-5.0
"0,0518",FZF8,1986-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0514",FZF9,1986-01-01T00:00:00,GHCND:USC00505051,-11.1
1,HDSD,1986-01-01T00:00:00,GHCND:USC00505051,8516.1
0,HTDD,1986-01-01T00:00:00,GHCND:USC00505051,8516.1
" ,0",PRCP,1986-01-01T00:00:00,GHCND:USC00505051,366.5
0,TAVG,1986-01-01T00:00:00,GHCND:USC00505051,-6.2
0,TMAX,1986-01-01T00:00:00,GHCND:USC00505051,-0.9
0,TMIN,1986-01-01T00:00:00,GHCND:USC00505051,-11.5
,CDSD,1986-01-01T00:00:00,GHCND:USC00505051,5.5
0,CLDD,1986-01-01T00:00:00,GHCND:USC00505051,5.5
0,DP01,1986-01-01T00:00:00,GHCND:USC00505051,69.0
0,DP10,1986-01-01T00:00:00,GHCND:USC00505051,37.0
0,DP1X,1986-01-01T00:00:00,GHCND:USC00505051,3.0
0,DT00,1986-01-01T00:00:00,GHCND:USC00505051,136.0
0,DT32,1986-01-01T00:00:00,GHCND:USC00505051,262.0
0,DX32,1986-01-01T00:00:00,GHCND:USC00505051,192.0
0,DX70,1986-01-01T00:00:00,GHCND:USC00505051,17.0
0,DX90,1986-01-01T00:00:00,GHCND:USC00505051,0.0
"0,1127, ",EMNT,1986-01-01T00:00:00,GHCND:USC00505051,-41.1
" ,0,0905, ",EMXP,1986-01-01T00:00:00,GHCND:USC00505051,31.0
"0,0707,+",EMXT,1986-01-01T00:00:00,GHCND:USC00505051,29.4
"0,0818",FZF0,1986-01-01T00:00:00,GHCND:USC00505051,-1.1
"0,0819",FZF1,1986-01-01T00:00:00,GHCND:USC00505051,-2.2
"0,0924",FZF2,1986-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0924",FZF3,1986-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0925",FZF4,1986-01-01T00:00:00,GHCND:USC00505051,-8.9
"0,0529",FZF5,1986-01-01T00:00:00,GHCND:USC00505051,-1.7
"0,0528",FZF6,1986-01-01T00:00:00,GHCND:USC00505051,-3.3
"0,0526",FZF7,1986-01-01T00:00:00,GHCND:USC00505051,-5.0
"0,0518",FZF8,1986-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0514",FZF9,1986-01-01T00:00:00,GHCND:USC00505051,-11.1
1,HDSD,1986-01-01T00:00:00,GHCND:USC00505051,8516.1
0,HTDD,1986-01-01T00:00:00,GHCND:USC00505051,8516.1
" ,0",PRCP,1986-01-01T00:00:00,GHCND:USC00505051,366.5
0,TAVG,1986-01-01T00:00:00,GHCND:USC00505051,-6.2
0,TMAX,1986-01-01T00:00:00,GHCND:USC00505051,-0.9
0,TMIN,1986-01-01T00:00:00,GHCND:USC00505051,-11.5
0,DP01,1987-01-01T00:00:00,GHCND:USC00505051,49.0
0,DP10,1987-01-01T00:00:00,GHCND:USC00505051,33.0
0,DP1X,1987-01-01T00:00:00,GHCND:USC00505051,0.0
,DSND,1987-01-01T00:00:00,GHCND:USC00505051,200.0
0,DSNW,1987-01-01T00:00:00,GHCND:USC00505051,22.0
0,DT00,1987-01-01T00:00:00,GHCND:USC00505051,140.0
0,DT32,1987-01-01T00:00:00,GHCND:USC00505051,266.0
"0,0109, ",EMNT,1987-01-01T00:00:00,GHCND:USC00505051,-45.0
" ,0,0226,+",EMSD,1987-01-01T00:00:00,GHCND:USC00505051,508.0
" ,0,0223, ",EMSN,1987-01-01T00:00:00,GHCND:USC00505051,152.0
" ,0,0922, ",EMXP,1987-01-01T00:00:00,GHCND:USC00505051,18.3
"0,0809",FZF0,1987-01-01T00:00:00,GHCND:USC00505051,0.0
"0,0830",FZF1,1987-01-01T00:00:00,GHCND:USC00505051,-3.9
"0,0910",FZF2,1987-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0910",FZF3,1987-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0915",FZF4,1987-01-01T00:00:00,GHCND:USC00505051,-10.0
"0,0619",FZF5,1987-01-01T00:00:00,GHCND:USC00505051,-1.1
"0,0616",FZF6,1987-01-01T00:00:00,GHCND:USC00505051,-2.2
"0,0516",FZF7,1987-01-01T00:00:00,GHCND:USC00505051,-5.0
"0,0515",FZF8,1987-01-01T00:00:00,GHCND:USC00505051,-6.7
"0,0506",FZF9,1987-01-01T00:00:00,GHCND:USC00505051,-10.6
5,HDSD,1987-01-01T00:00:00,GHCND:USC00505051,8591.5
0,HTDD,1987-01-01T00:00:00,GHCND:USC00505051,8591.5
" ,0",PRCP,1987-01-01T00:00:00,GHCND:USC00505051,225.6
" ,0",SNOW,1987-01-01T00:00:00,GHCND:USC00505051,1102.0
0,TMIN,1987-01-01T00:00:00,GHCND:USC00505051,-11.8
0,DP01,1987-01-01T00:00:00,GHCND:USC00505051,49.0
0,DP10,1987-01-01T00:00:00,GHCND:USC00505051,33.0
0,DP1X,1987-01-01T00:00:00,GHCND:USC00505051,0.0
,DSND,1987-01-01T00:00:00,GHCND:USC00505051,200.0
0,DSNW,1987-01-01T00:00:00,GHCND:USC00505051,22.0
0,DT00,1987-01-01T00:00:00,GHCND:USC00505051,140.0
0,DT32,1987-01-01T00:00:00,GHCND:USC00505051,266.0
"0,0109, ",EMNT,1987-01-01T00:00:00,GHCND:USC00505051,-45.0
" ,0,0226,+",EMSD,1987-01-01T00:00:00,GHCND:USC00505051,508.0
" ,0,0223, ",EMSN,1987-01-01T00:00:00,GHCND:USC00505051,152.0
" ,0,0922, ",EMXP,1987-01-01T00:00:00,GHCND:USC00505051,18.3
"0,0809",FZF0,1987-01-01T00:00:00,GHCND:USC00505051,0.0
"0,0830",FZF1,1987-01-01T00:00:00,GHCND:USC00505051,-3.9
"0,0910",FZF2,1987-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0910",FZF3,1987-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0915",FZF4,1987-01-01T00:00:00,GHCND:USC00505051,-10.0
"0,0619",FZF5,1987-01-01T00:00:00,GHCND:USC00505051,-1.1
"0,0616",FZF6,1987-01-01T00:00:00,GHCND:USC00505051,-2.2
"0,0516",FZF7,1987-01-01T00:00:00,GHCND:USC00505051,-5.0
"0,0515",FZF8,1987-01-01T00:00:00,GHCND:USC00505051,-6.7
"0,0506",FZF9,1987-01-01T00:00:00,GHCND:USC00505051,-10.6
5,HDSD,1987-01-01T00:00:00,GHCND:USC00505051,8591.5
0,HTDD,1987-01-01T00:00:00,GHCND:USC00505051,8591.5
" ,0",PRCP,1987-01-01T00:00:00,GHCND:USC00505051,225.6
" ,0",SNOW,1987-01-01T00:00:00,GHCND:USC00505051,1102.0
0,TMIN,1987-01-01T00:00:00,GHCND:USC00505051,-11.8
,CDSD,1988-01-01T00:00:00,GHCND:USC00505051,5.3
0,CLDD,1988-01-01T00:00:00,GHCND:USC00505051,5.3
0,DT00,1988-01-01T00:00:00,GHCND:USC00505051,137.0
0,DT32,1988-01-01T00:00:00,GHCND:USC00505051,250.0
0,DX32,1988-01-01T00:00:00,GHCND:USC00505051,184.0
0,DX70,1988-01-01T00:00:00,GHCND:USC00505051,22.0
0,DX90,1988-01-01T00:00:00,GHCND:USC00505051,0.0
"0,0218, ",EMNT,1988-01-01T00:00:00,GHCND:USC00505051,-42.8
"0,0703, ",EMXT,1988-01-01T00:00:00,GHCND:USC00505051,27.8
"0,0823",FZF0,1988-01-01T00:00:00,GHCND:USC00505051,-1.7
"0,0831",FZF1,1988-01-01T00:00:00,GHCND:USC00505051,-2.2
"0,0920",FZF2,1988-01-01T00:00:00,GHCND:USC00505051,-4.4
"0,0929",FZF3,1988-01-01T00:00:00,GHCND:USC00505051,-6.7
"0,1004",FZF4,1988-01-01T00:00:00,GHCND:USC00505051,-12.2
"0,0623",FZF5,1988-01-01T00:00:00,GHCND:USC00505051,-1.1
"0,0604",FZF6,1988-01-01T00:00:00,GHCND:USC00505051,-4.4
"0,0604",FZF7,1988-01-01T00:00:00,GHCND:USC00505051,-4.4
"0,0423",FZF8,1988-01-01T00:00:00,GHCND:USC00505051,-8.9
"0,0423",FZF9,1988-01-01T00:00:00,GHCND:USC00505051,-8.9
0,TAVG,1988-01-01T00:00:00,GHCND:USC00505051,-5.7
0,TMAX,1988-01-01T00:00:00,GHCND:USC00505051,-0.5
0,TMIN,1988-01-01T00:00:00,GHCND:USC00505051,-11.0
,CDSD,1988-01-01T00:00:00,GHCND:USC00505051,5.3
0,CLDD,1988-01-01T00:00:00,GHCND:USC00505051,5.3
0,DT00,1988-01-01T00:00:00,GHCND:USC00505051,137.0
0,DT32,1988-01-01T00:00:00,GHCND:USC00505051,250.0
0,DX32,1988-01-01T00:00:00,GHCND:USC00505051,184.0
0,DX70,1988-01-01T00:00:00,GHCND:USC00505051,22.0
0,DX90,1988-01-01T00:00:00,GHCND:USC00505051,0.0
"0,0218, ",EMNT,1988-01-01T00:00:00,GHCND:USC00505051,-42.8
"0,0703, ",EMXT,1988-01-01T00:00:00,GHCND:USC00505051,27.8
"0,0823",FZF0,1988-01-01T00:00:00,GHCND:USC00505051,-1.7
"0,0831",FZF1,1988-01-01T00:00:00,GHCND:USC00505051,-2.2
"0,0920",FZF2,1988-01-01T00:00:00,GHCND:USC00505051,-4.4
"0,0929",FZF3,1988-01-01T00:00:00,GHCND:USC00505051,-6.7
"0,1004",FZF4,1988-01-01T00:00:00,GHCND:USC00505051,-12.2
"0,0623",FZF5,1988-01-01T00:00:00,GHCND:USC00505051,-1.1
"0,0604",FZF6,1988-01-01T00:00:00,GHCND:USC00505051,-4.4
"0,0604",FZF7,1988-01-01T00:00:00,GHCND:USC00505051,-4.4
"0,0423",FZF8,1988-01-01T00:00:00,GHCND:USC00505051,-8.9
"0,0423",FZF9,1988-01-01T00:00:00,GHCND:USC00505051,-8.9
0,TAVG,1988-01-01T00:00:00,GHCND:USC00505051,-5.7
0,TMAX,1988-01-01T00:00:00,GHCND:USC00505051,-0.5
0,TMIN,1988-01-01T00:00:00,GHCND:USC00505051,-11.0
0,DP01,1989-01-01T00:00:00,GHCND:USC00505051,91.0
0,DP10,1989-01-01T00:00:00,GHCND:USC00505051,44.0
0,DP1X,1989-01-01T00:00:00,GHCND:USC00505051,1.0
0,DSNW,1989-01-01T00:00:00,GHCND:USC00505051,24.0
" ,0,0301,+",EMSN,1989-01-01T00:00:00,GHCND:USC00505051,152.0
" ,0,0907, ",EMXP,1989-01-01T00:00:00,GHCND:USC00505051,40.1
" ,0",PRCP,1989-01-01T00:00:00,GHCND:USC00505051,375.9
" ,0",SNOW,1989-01-01T00:00:00,GHCND:USC00505051,1485.0
,CDSD,1993-01-01T00:00:00,GHCND:USC00505051,4.8
0,CLDD,1993-01-01T00:00:00,GHCND:USC00505051,4.8
0,DP01,1993-01-01T00:00:00,GHCND:USC00505051,107.0
0,DP10,1993-01-01T00:00:00,GHCND:USC00505051,62.0
0,DP1X,1993-01-01T00:00:00,GHCND:USC00505051,2.0
,DSND,1993-01-01T00:00:00,GHCND:USC00505051,221.0
0,DSNW,1993-01-01T00:00:00,GHCND:USC00505051,34.0
0,DT00,1993-01-01T00:00:00,GHCND:USC00505051,103.0
0,DT32,1993-01-01T00:00:00,GHCND:USC00505051,249.0
0,DX32,1993-01-01T00:00:00,GHCND:USC00505051,167.0
0,DX70,1993-01-01T00:00:00,GHCND:USC00505051,27.0
0,DX90,1993-01-01T00:00:00,GHCND:USC00505051,0.0
"0,0201,+",EMNT,1993-01-01T00:00:00,GHCND:USC00505051,-51.7
" ,0,1228,+",EMSD,1993-01-01T00:00:00,GHCND:USC00505051,1067.0
" ,0,1123, ",EMSN,1993-01-01T00:00:00,GHCND:USC00505051,218.0
" ,0,1001, ",EMXP,1993-01-01T00:00:00,GHCND:USC00505051,31.0
"0,0720, ",EMXT,1993-01-01T00:00:00,GHCND:USC00505051,27.8
"0,0813",FZF0,1993-01-01T00:00:00,GHCND:USC00505051,-1.1
"0,0815",FZF1,1993-01-01T00:00:00,GHCND:USC00505051,-2.8
"0,0903",FZF2,1993-01-01T00:00:00,GHCND:USC00505051,-4.4
"0,0920",FZF3,1993-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0929",FZF4,1993-01-01T00:00:00,GHCND:USC00505051,-9.4
"0,0727",FZF5,1993-01-01T00:00:00,GHCND:USC00505051,-1.1
"0,0514",FZF6,1993-01-01T00:00:00,GHCND:USC00505051,-2.2
"0,0513",FZF7,1993-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0513",FZF8,1993-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0512",FZF9,1993-01-01T00:00:00,GHCND:USC00505051,-8.9
4,HDSD,1993-01-01T00:00:00,GHCND:USC00505051,8591.4
0,HTDD,1993-01-01T00:00:00,GHCND:USC00505051,8591.4
" ,0",PRCP,1993-01-01T00:00:00,GHCND:USC00505051,549.6
" ,0",SNOW,1993-01-01T00:00:00,GHCND:USC00505051,2422.0
0,TAVG,1993-01-01T00:00:00,GHCND:USC00505051,-4.8
0,TMAX,1993-01-01T00:00:00,GHCND:USC00505051,0.3
0,TMIN,1993-01-01T00:00:00,GHCND:USC00505051,-9.9
,CDSD,1994-01-01T00:00:00,GHCND:USC00505051,0.6
0,CLDD,1994-01-01T00:00:00,GHCND:USC00505051,0.6
0,DP01,1994-01-01T00:00:00,GHCND:USC00505051,99.0
0,DP10,1994-01-01T00:00:00,GHCND:USC00505051,52.0
0,DP1X,1994-01-01T00:00:00,GHCND:USC00505051,2.0
,DSND,1994-01-01T00:00:00,GHCND:USC00505051,221.0
0,DSNW,1994-01-01T00:00:00,GHCND:USC00505051,24.0
0,DT00,1994-01-01T00:00:00,GHCND:USC00505051,143.0
0,DT32,1994-01-01T00:00:00,GHCND:USC00505051,264.0
0,DX32,1994-01-01T00:00:00,GHCND:USC00505051,194.0
0,DX70,1994-01-01T00:00:00,GHCND:USC00505051,20.0
0,DX90,1994-01-01T00:00:00,GHCND:USC00505051,0.0
"0,1224,+",EMNT,1994-01-01T00:00:00,GHCND:USC00505051,-46.7
" ,0,0102,+",EMSD,1994-01-01T00:00:00,GHCND:USC00505051,1016.0
" ,0,1012, ",EMSN,1994-01-01T00:00:00,GHCND:USC00505051,295.0
" ,0,0816, ",EMXP,1994-01-01T00:00:00,GHCND:USC00505051,29.7
"0,0715, ",EMXT,1994-01-01T00:00:00,GHCND:USC00505051,27.2
"0,0822",FZF0,1994-01-01T00:00:00,GHCND:USC00505051,-2.8
"0,0822",FZF1,1994-01-01T00:00:00,GHCND:USC00505051,-2.8
"0,0828",FZF2,1994-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0828",FZF3,1994-01-01T00:00:00,GHCND:USC00505051,-7.2
"0,0926",FZF4,1994-01-01T00:00:00,GHCND:USC00505051,-9.4
"0,0710",FZF5,1994-01-01T00:00:00,GHCND:USC00505051,0.0
"0,0530",FZF6,1994-01-01T00:00:00,GHCND:USC00505051,-4.4
"0,0530",FZF7,1994-01-01T00:00:00,GHCND:USC00505051,-4.4
"0,0501",FZF8,1994-01-01T00:00:00,GHCND:USC00505051,-6.7
"0,0430",FZF9,1994-01-01T00:00:00,GHCND:USC00505051,-14.4
0,HDSD,1994-01-01T00:00:00,GHCND:USC00505051,8490.0
0,HTDD,1994-01-01T00:00:00,GHCND:USC00505051,8490.0
" ,0",PRCP,1994-01-01T00:00:00,GHCND:USC00505051,495.6
" ,0",SNOW,1994-01-01T00:00:00,GHCND:USC00505051,1965.0
0,TAVG,1994-01-01T00:00:00,GHCND:USC00505051,-7.1
0,TMAX,1994-01-01T00:00:00,GHCND:USC00505051,-2.2
0,TMIN,1994-01-01T00:00:00,GHCND:USC00505051,-12.1
U,DT00,2001-01-01T00:00:00,GHCND:USR0000AKEL,98.0
U,DT32,2001-01-01T00:00:00,GHCND:USR0000AKEL,252.0
U,DX32,2001-01-01T00:00:00,GHCND:USR0000AKEL,213.0
U,DX70,2001-01-01T00:00:00,GHCND:USR0000AKEL,14.0
U,DX90,2001-01-01T00:00:00,GHCND:USR0000AKEL,0.0
"U,1219, ",EMNT,2001-01-01T00:00:00,GHCND:USR0000AKEL,-36.7
"U,0629, ",EMXT,2001-01-01T00:00:00,GHCND:USR0000AKEL,27.2
"U,0803",FZF0,2001-01-01T00:00:00,GHCND:USR0000AKEL,0.0
"U,0926",FZF1,2001-01-01T00:00:00,GHCND:USR0000AKEL,-2.2
"U,0930",FZF2,2001-01-01T00:00:00,GHCND:USR0000AKEL,-5.0
"U,1001",FZF3,2001-01-01T00:00:00,GHCND:USR0000AKEL,-7.8
"U,1007",FZF4,2001-01-01T00:00:00,GHCND:USR0000AKEL,-11.1
"U,0614",FZF5,2001-01-01T00:00:00,GHCND:USR0000AKEL,0.0
"U,0527",FZF6,2001-01-01T00:00:00,GHCND:USR0000AKEL,-3.9
"U,0524",FZF7,2001-01-01T00:00:00,GHCND:USR0000AKEL,-8.9
"U,0524",FZF8,2001-01-01T00:00:00,GHCND:USR0000AKEL,-8.9
"U,0524",FZF9,2001-01-01T00:00:00,GHCND:USR0000AKEL,-8.9
4,HDSD,2001-01-01T00:00:00,GHCND:USR0000AKEL,7885.4
U,HTDD,2001-01-01T00:00:00,GHCND:USR0000AKEL,7885.4
U,TAVG,2001-01-01T00:00:00,GHCND:USR0000AKEL,-4.9
U,TMAX,2001-01-01T00:00:00,GHCND:USR0000AKEL,-0.9
U,TMIN,2001-01-01T00:00:00,GHCND:USR0000AKEL,-8.8
,CDSD,2002-01-01T00:00:00,GHCND:USR0000AKEL,3.7
U,CLDD,2002-01-01T00:00:00,GHCND:USR0000AKEL,3.7
U,DT00,2002-01-01T00:00:00,GHCND:USR0000AKEL,82.0
U,DT32,2002-01-01T00:00:00,GHCND:USR0000AKEL,247.0
U,DX32,2002-01-01T00:00:00,GHCND:USR0000AKEL,169.0
U,DX70,2002-01-01T00:00:00,GHCND:USR0000AKEL,27.0
U,DX90,2002-01-01T00:00:00,GHCND:USR0000AKEL,0.0
"U,0125, ",EMNT,2002-01-01T00:00:00,GHCND:USR0000AKEL,-42.2
"U,0719, ",EMXT,2002-01-01T00:00:00,GHCND:USR0000AKEL,30.0
"U,0806",FZF0,2002-01-01T00:00:00,GHCND:USR0000AKEL,0.0
"U,0911",FZF1,2002-01-01T00:00:00,GHCND:USR0000AKEL,-2.2
"U,0919",FZF2,2002-01-01T00:00:00,GHCND:USR0000AKEL,-5.0
"U,1006",FZF3,2002-01-01T00:00:00,GHCND:USR0000AKEL,-7.2
"U,1016",FZF4,2002-01-01T00:00:00,GHCND:USR0000AKEL,-10.6
"U,0704",FZF5,2002-01-01T00:00:00,GHCND:USR0000AKEL,-1.1
"U,0601",FZF6,2002-01-01T00:00:00,GHCND:USR0000AKEL,-2.2
"U,0515",FZF7,2002-01-01T00:00:00,GHCND:USR0000AKEL,-6.1
